records,size_b,acks,compression,inflight,batch_b,linger_ms,time_ms,records_persec,mb_persec,latency_avg_ms,latency_max_ms,latency_50th_ms,latency_95th_ms,latency_99th_ms,latency_999th_ms,producer_batch-size-avg,producer_batch-size-max,producer_batch-split-rate,producer_batch-split-total,producer_buffer-available-bytes,producer_buffer-exhausted-rate,producer_buffer-exhausted-total,producer_buffer-total-bytes,producer_bufferpool-wait-ratio,producer_bufferpool-wait-time-total,producer_compression-rate-avg,producer_connection-close-rate,producer_connection-close-total,producer_connection-count,producer_connection-creation-rate,producer_connection-creation-total,producer_incoming-byte-rate,producer_incoming-byte-total,producer_io-ratio,producer_io-time-ns-avg,producer_io-wait-ratio,producer_io-wait-time-ns-avg,producer_io-waittime-total,producer_iotime-total,producer_metadata-age,producer_network-io-rate,producer_network-io-total,producer_outgoing-byte-rate,producer_outgoing-byte-total,producer_produce-throttle-time-avg,producer_produce-throttle-time-max,producer_record-error-rate,producer_record-error-total,producer_record-queue-time-avg,producer_record-queue-time-max,producer_record-retry-rate,producer_record-retry-total,producer_record-send-rate,producer_record-send-total,producer_record-size-avg,producer_record-size-max,producer_records-per-request-avg,producer_request-latency-avg,producer_request-latency-max,producer_request-rate,producer_request-size-avg,producer_request-size-max,producer_request-total,producer_requests-in-flight,producer_response-rate,producer_response-total,producer_select-rate,producer_select-total,producer_waiting-threads,producer-node_incoming-byte-rate_1,producer-node_incoming-byte-rate_2,producer-node_incoming-byte-rate_3,producer-node_incoming-byte-total_1,producer-node_incoming-byte-total_2,producer-node_incoming-byte-total_3,producer-node_outgoing-byte-rate_1,producer-node_outgoing-byte-rate_2,producer-node_outgoing-byte-rate_3,producer-node_outgoing-byte-total_1,producer-node_outgoing-byte-total_2,producer-node_outgoing-byte-total_3,producer-node_request-latency-avg_1,producer-node_request-latency-avg_2,producer-node_request-latency-avg_3,producer-node_request-latency-max_1,producer-node_request-latency-max_2,producer-node_request-latency-max_3,producer-node_request-rate_1,producer-node_request-rate_2,producer-node_request-rate_3,producer-node_request-size-avg_1,producer-node_request-size-avg_2,producer-node_request-size-avg_3,producer-node_request-size-max_1,producer-node_request-size-max_2,producer-node_request-size-max_3,producer-node_request-total_1,producer-node_request-total_2,producer-node_request-total_3,producer-node_response-rate_1,producer-node_response-rate_2,producer-node_response-rate_3,producer-node_response-total_1,producer-node_response-total_2,producer-node_response-total_3,producer-topic_byte-rate,producer-topic_byte-total,producer-topic_compression-rate,producer-topic_record-error-rate,producer-topic_record-error-total,producer-topic_record-retry-rate,producer-topic_record-retry-total,producer-topic_record-send-rate,producer-topic_record-send-total
51200,10240,1,snappy,10,1048576,150,5130,11708.209467,114.34,321.2,1607,66,1255,1482,1599,891491.038,1020555,0,0,33554432,0,0,33554432,0.102,3452253034,0.665,0,0,4,0.116,4,768.587,26278,0.007,47006.687,0.092,585025.191,3157380955,253695088,4.143,23.339,798,10273656.898,351266603,0,0,0,0,287.779,1549,0,0,1502.965,51200,10327,10327,129.949,28.579,54,11.67,880367.426,1020603,399,0,11.67,399,156.972,5397,0,256.07,245.264,246.802,8722,8350,8412,3506009.425,3405898.878,3400064.517,119414681,115964045,115887799,4.563,41.163,41.031,11,54,52,3.993,3.818,3.843,878049.125,892031.115,884639.687,1020603,1012138,1012138,136,130,131,3.993,3.819,3.843,136,130,131,10310792.843,351247469,0.665,0,0,0,0,1503.009,51200
51200,10240,1,snappy,10,1048576,1000,5146,11665.527455,113.92,309.59,1382,70,1216,1354,1377,854448.469,1020555,0,0,33554432,0,0,33554432,0.1,3408792674,0.659,0,0,4,0.116,4,791.745,27084,0.007,44636.231,0.092,571865.709,3163561101,246927632,4.16,24.088,824,10166338.829,347780285,0,0,0,0,278.081,1342,0,0,1502.259,51200,10327,10327,125.799,27.821,55,12.044,844126.905,1020603,412,0,12.044,412,160.814,5532,0,264.86,261.608,245.177,9032,8908,8350,3483520.381,3505550.922,3218282.602,118788045,119371020,109621142,4.886,39.174,40.566,32,54,55,4.135,4.082,3.816,842468.404,858784.317,843239.554,1012138,1020603,1020603,141,139,130,4.135,4.082,3.817,141,139,130,10204240.816,347760527,0.659,0,0,0,0,1502.347,51200
51200,10240,1,snappy,10,9437184,0,5838,10064.87124,98.29,240.18,701,193,462,681,684,2792925.215,8836740,0,0,33554432,0,0,33554432,0.121,4202670820,0.667,0,0,4,0.114,4,317.708,11088,0.032,229996.177,0.086,624419.425,3024687694,1114101480,4.853,8.825,308,11924161.347,416153231,0,0,0,0,52.738,573,0,0,1471.856,51200,10327,10327,343.624,41.685,169,4.413,2702293.708,8836788,154,0,4.413,154,138.049,4844,0,95.687,104.645,95.646,3328,3638,3328,270601.656,11330419.301,369025.435,9411255,393902027,12839871,3.021,106.906,8.333,19,169,69,1.409,1.553,1.408,192066.429,7294481.981,262038.184,3071245,8836788,3333772,49,54,49,1.409,1.553,1.408,49,54,49,11963370.907,416145857,0.667,0,0,0,0,1471.899,51200
51200,10240,1,snappy,10,9437184,20,5280,11309.918268,110.45,222.76,711,238,550,634,636,6909855.6,9099266,0,0,33554432,0,0,33554432,0.107,3630994528,0.723,0,0,4,0.116,4,153.165,5260,0.031,554187.99,0.076,1341146.91,2612554180,1079558205,4.285,3.494,120,11065831.586,380044920,0,0,0,0,59.382,449,0,0,1498.127,51200,10327,10327,930.909,164.6,410,1.747,6334082,9099314,60,0,1.747,60,56.403,1948,0,42.974,44.734,42.997,1468,1530,1468,3681206.223,3779425.268,3659940.632,125757367,129263903,125023572,46.667,219,225.111,79,410,374,0.556,0.585,0.556,6618808.789,6463195.15,6580188,9099314,9099314,9041374,19,20,19,0.556,0.585,0.556,19,20,19,11120469.876,380042058,0.723,0,0,0,0,1498.171,51200
51200,10240,1,snappy,10,9437184,150,5590,10569.777044,103.22,242.03,814,208,640,729,732,6823550.218,9041327,0,0,33554432,0,0,33554432,0.119,4093860410,0.713,0,0,4,0.115,4,151.76,5260,0.03,450324.737,0.085,1276511.457,2958953558,1043852740,4.613,3.462,120,10827677.332,375298124,0,0,0,0,88.455,424,0,0,1483.886,51200,10327,10327,930.909,155.182,370,1.731,6254968.733,9041375,60,0,1.731,60,66.51,2318,0,42.562,47.902,39.49,1468,1654,1344,3577523.615,4351791.219,2986153.123,123392367,150262999,101642680,47.056,209.095,206.063,78,364,370,0.551,0.637,0.499,6494335.105,6830136.318,5978981.176,9041375,8991900,8991899,19,22,17,0.551,0.637,0.5,19,22,17,10877177.695,375295262,0.713,0,0,0,0,1483.929,51200
51200,10240,1,snappy,10,9437184,1000,5408,11006.018917,107.48,230.78,617,208,539,565,567,6665245.945,9041326,0,0,33554432,0,0,33554432,0.11,3771689648,0.701,0,0,4,0.115,4,152.619,5260,0.031,491950.477,0.079,1267095.313,2744528447,1065564734,4.413,3.482,120,10636319.532,366591389,0,0,0,0,60.055,293,0,0,1492.276,51200,10327,10327,930.909,170.273,394,1.741,6109856.483,9041374,60,0,1.741,60,62.489,2166,0,46.423,42.754,41.031,1592,1468,1406,3468953.345,3835560.054,3380649.568,118964286,131697790,115929235,41.9,252.722,234,94,394,367,0.612,0.553,0.525,5664966,6931462.632,6440513.056,9041374,8991899,8886262,21,19,18,0.612,0.553,0.525,21,19,18,10684597.115,366588527,0.701,0,0,0,0,1492.32,51200
51200,10240,1,none,1,0,0,8799,6372.915111,62.24,469.87,823,680,759,776,807,10312,10312,0,0,33554432,0,0,33554432,0.172,6485066220,1,0,0,4,0.105,4,69996.037,2649490,0.031,18602.216,0.114,68890.573,4350853019,1174841563,7.805,1635.052,61890,13991911.18,529621822,0,0,0,0,469.009,822,0,0,1355.717,51200,10327,10327,1.655,0.632,14,817.526,17114.94,20680,30945,0,817.526,30945,1660.383,63156,0,25784.808,22088.639,22256.978,973918,834310,840468,4677497.763,4652936.779,4691481.281,176673768,175750728,177197248,0.314,0.894,0.886,12,13,14,365.783,226.146,227.297,12787.621,20574.892,20640.332,20680,20680,20680,13816,8542,8585,365.783,226.152,227.345,13816,8542,8585,13980521.647,527974400,1,0,0,0,0,1355.753,51200
51200,10240,1,none,1,0,20,8825,6344.48575,61.96,467.37,809,656,772,795,803,10312,10312,0,0,33554432,0,0,33554432,0.171,6467231407,1,0,0,4,0.105,4,69947.632,2650036,0.028,16732.592,0.12,70909.13,4561017085,1076273760,7.84,1634.694,61932,13979007.628,529622662,0,0,0,0,466.522,808,0,0,1354.426,51200,10327,10327,1.654,0.624,25,817.325,17103.361,20680,30966,0,817.347,30966,1689.394,64322,0,25735.965,22004.073,22345.371,972768,831886,844588,4663198.201,4638362.463,4708269.432,176292208,175367208,177963168,0.301,0.884,0.885,25,12,12,365.63,224.814,228.61,12753.542,20631.436,20595.205,20680,20680,20680,13823,8500,8641,365.707,224.832,228.616,13823,8500,8641,13967207.217,527974400,1,0,0,0,0,1354.462,51200
51200,10240,1,none,1,0,150,8752,6405.604904,62.55,466.59,800,664,771,791,797,10312,10312,0,0,33554432,0,0,33554432,0.171,6425839492,1,0,0,4,0.105,4,70100.13,2650556,0.03,17567.215,0.116,68918.205,4406423260,1123195000,7.763,1638.951,61972,14006385.687,529623462,0,0,0,0,465.744,799,0,0,1357.262,51200,10327,10327,1.653,0.626,21,819.454,17092.347,20680,30986,0,819.497,30986,1682.464,63937,0,25824.593,22114.961,22305.857,974052,834110,841600,4672916.006,4659863.977,4704164.096,176304448,175812008,177506928,0.306,0.886,0.885,20,21,20,367.638,225.974,227.567,12710.291,20620.691,20671.588,20680,20680,20680,13871,8526,8587,367.755,226.052,227.591,13871,8526,8587,13996829.352,527974400,1,0,0,0,0,1357.334,51200
51200,10240,1,none,1,0,1000,8776,6388.819566,62.39,466.37,826,662,761,783,808,10312,10312,0,0,33554432,0,0,33554432,0.172,6459467442,1,0,0,4,0.105,4,70117.843,2652558,0.029,17257.67,0.117,68960.99,4459086547,1115898208,7.78,1642.198,62126,13999802.86,529626542,0,0,0,0,465.52,824,0,0,1356.651,51200,10327,10327,1.649,0.626,43,821.099,17050.077,20680,31063,0,821.121,31063,1700.844,64661,0,25929.209,22146.813,22191.609,978698,835710,837356,4693991.258,4662700.509,4676120.525,177184088,175988968,176453408,0.306,0.885,0.887,43,17,17,369.079,226.891,226.978,12717.778,20549.856,20601.682,20680,20680,20680,13932,8564,8565,369.108,226.951,226.99,13932,8564,8565,13990153.422,527974400,1,0,0,0,0,1356.687,51200
51200,10240,1,none,1,16384,0,8653,6500.761808,63.48,293.74,521,421,485,500,513,10312,10312,0,0,33554432,0,0,33554432,0.176,6611622678,1,0,0,4,0.106,4,70610.177,2661580,0.03,17371.739,0.114,67083.306,4330696980,1121467324,7.647,1666.534,62820,14050681.045,529640422,0,0,0,0,292.907,520,0,0,1361.376,51200,10327,10327,1.63,0.609,16,833.267,16862.159,20680,31410,0,833.267,31410,1704.07,64557,0,26058.661,22382.705,22306.404,979962,841724,839100,4674518.648,4712376.861,4692793.748,175841368,177260768,176538208,0.299,0.864,0.865,14,16,14,376.479,229.291,229.166,12416.422,20551.973,20477.695,20680,20680,20680,14162,8625,8621,376.599,229.358,229.178,14162,8625,8621,14038885.344,527974400,1,0,0,0,0,1361.412,51200
51200,10240,1,none,1,16384,20,8603,6536.44836,63.83,292.17,536,418,479,511,529,10312,10312,0,0,33554432,0,0,33554432,0.176,6586426953,1,0,0,4,0.106,4,70573.129,2656796,0.03,17342,0.115,66834.92,4335447562,1124940850,7.599,1658.884,62452,14068400.191,529633062,0,0,0,0,291.337,534,0,0,1363.08,51200,10327,10327,1.64,0.61,16,829.442,16961.284,20680,31226,0,829.464,31226,1714.225,64868,0,26293.274,22158.848,22257.522,987812,832242,835948,4739008.438,4669797.12,4688801.086,178039808,175439608,176153568,0.299,0.87,0.867,16,13,12,377.146,226.357,227.608,12565.446,20630.246,20600.347,20680,20680,20680,14169,8504,8551,377.146,226.423,227.675,14169,8504,8551,14056452.171,527974400,1,0,0,0,0,1363.116,51200
51200,10240,1,none,1,16384,150,8553,6583.515494,64.29,290.69,542,411,483,505,532,10312,10312,0,0,33554432,0,0,33554432,0.175,6551906189,1,0,0,4,0.106,4,70655.53,2656224,0.031,18155.931,0.11,64692.938,4174894077,1171674850,7.546,1660.052,62408,14087835.67,529632182,0,0,0,0,289.857,541,0,0,1365.079,51200,10327,10327,1.641,0.607,14,830.026,16973.214,20680,31204,0,830.026,31204,1707.926,64534,0,26519.607,22132.523,22146.602,994830,830036,830564,4783310.532,4666827.18,4668490.603,179436328,175066688,175129088,0.297,0.867,0.867,14,14,14,379.911,225.756,226.082,12590.256,20671.471,20649.58,20680,20680,20680,14252,8469,8481,379.922,225.822,226.142,14252,8469,8481,14077065.003,527974400,1,0,0,0,0,1365.115,51200
51200,10240,1,none,1,16384,1000,8642,6500.761808,63.48,293.57,554,411,495,511,546,10312,10312,0,0,33554432,0,0,33554432,0.176,6612340368,1,0,0,4,0.106,4,70491.154,2657446,0.03,17606.241,0.113,66390.569,4286307939,1136694115,7.652,1657.878,62502,14048648.859,529634062,0,0,0,0,292.731,553,0,0,1361.195,51200,10327,10327,1.639,0.613,14,828.939,16947.748,20680,31251,0,828.961,31251,1704.202,64562,0,26088.7,22190.162,22353.235,981196,834572,840884,4694636.823,4677725.77,4706532.203,176602848,175966688,177064448,0.304,0.87,0.867,14,14,14,375.007,226.567,229.101,12518.81,20646.097,20543.502,20680,20680,20680,14107,8523,8619,375.086,226.615,229.119,14107,8523,8619,14037019.116,527974400,1,0,0,0,0,1361.231,51200
51200,10240,1,none,1,1048576,0,6026,9730.140631,95.02,304.28,1020,56,889,965,1013,919272.96,1045701,0,0,33554432,0,0,33554432,0.125,4356776285,1,0,0,4,0.113,4,1061.976,37252,0.009,60644.328,0.105,678763.066,3713512735,331785121,5.031,32.841,1152,14964294.592,524932490,0,0,0,0,248.937,988,0,0,1463.15,51200,10327,10327,89.667,18.816,51,16.421,911341.128,1045749,576,0,16.421,576,155.14,5471,0,362.914,348.38,331.036,12690,12194,11574,4343324.377,5480666.305,5180635.17,151946860,191834282,181151270,4.794,26.037,26.613,11,51,49,5.717,5.485,5.205,759734.3,999136.885,995336.648,1045749,1045749,1045749,200,192,182,5.72,5.485,5.206,200,192,182,15000710.448,524904860,1,0,0,0,0,1463.192,51200
51200,10240,1,none,1,1048576,20,6075,9674.981104,94.48,306.26,1485,55,1136,1370,1479,1017251.405,1045701,0,0,33554432,0,0,33554432,0.125,4385565693,1,0,0,4,0.113,4,963.94,33842,0.009,61359.761,0.107,712942.283,3783584696,325636252,5.061,29.679,1042,14951343.388,524926715,0,0,0,0,276.769,1451,0,0,1462.398,51200,10327,10327,99.225,21.295,47,14.839,1007536.881,1045749,521,0,14.84,521,150.336,5307,0,334.248,305.903,303.871,11698,10706,10644,5321782.581,4871666.238,4801348.55,186246425,170498575,168181637,5.825,29.766,29.825,17,47,45,5.257,4.8,4.768,1012208.832,1014872.47,1007075.671,1045749,1045749,1045749,184,168,167,5.257,4.8,4.768,184,168,167,14992908.455,524901725,1,0,0,0,0,1462.439,51200
51200,10240,1,none,1,1048576,150,6167,9460.458241,92.39,312.35,1909,54,1576,1867,1898,1011371.671,1045701,0,0,33554432,0,0,33554432,0.127,4453693498,1,0,0,4,0.113,4,965.881,34028,0.009,68937.82,0.11,816288.994,3890433347,328557652,5.182,29.747,1048,14899577.957,524927031,0,0,0,0,281.574,1868,0,0,1457.444,51200,10327,10327,98.651,20.915,53,14.873,1001769.143,1045749,524,0,14.873,524,134.557,4766,0,331.067,327.856,287.22,11636,11512,10086,5300525.536,5261700.592,4381214.876,186297571,184769878,153859504,6.044,28.228,29.771,39,53,48,5.207,5.154,4.499,1018019.514,1020828.055,973794.329,1045749,1045749,1045749,183,181,158,5.207,5.155,4.499,183,181,158,14942124.655,524901897,1,0,0,0,0,1457.527,51200
51200,10240,1,none,1,1048576,1000,6097,9622.251456,93.97,308.87,1282,57,1036,1239,1281,1005559.544,1045701,0,0,33554432,0,0,33554432,0.126,4424184371,1,0,0,4,0.113,4,973.704,34214,0.009,61965.067,0.11,775672.905,3889223944,310692844,5.091,29.995,1054,14938597,524927360,0,0,0,0,275.908,1240,0,0,1461.229,51200,10327,10327,98.084,21.241,53,14.998,996067.097,1045749,527,0,14.998,527,141.947,5014,0,332.163,307.429,314.24,11636,10768,11016,5256916.331,4827969.908,4896958.352,184155036,169104474,171667772,5.951,29.667,29.192,19,53,51,5.224,4.825,4.935,1006311.672,1000618.189,992299.26,1045749,1045749,1045749,183,169,173,5.224,4.825,4.935,183,169,173,14980937.325,524902082,1,0,0,0,0,1461.271,51200
51200,10240,1,none,1,9437184,0,6938,8266.063933,80.72,306.92,890,253,644,878,879,6033630.115,9432756,0,0,33554432,0,0,33554432,0.154,5490834297,1,0,0,4,0.111,4,201.166,7244,0.046,431021.357,0.098,915358.055,3536028166,1665035503,5.964,5.109,184,14576536.099,524930218,0,0,0,0,82.172,693,0,0,1425.549,51200,10327,10327,588.506,118.908,292,2.555,5705763.239,9432804,92,0,2.555,92,106.722,3863,0,48.097,63.396,68.457,1716,2274,2460,2966281.602,5823308.876,5849600.918,105830995,208893736,210205409,43.5,151.258,138.206,112,292,292,0.645,0.892,0.974,4601347.609,6527929.25,6005868.829,9432804,9432804,9432804,23,32,35,0.645,0.892,0.974,23,32,35,14615782.264,524925820,1,0,0,0,0,1425.588,51200
51200,10240,1,none,1,9437184,20,6276,9263.614981,90.46,274.38,894,262,616,712,714,9209399.754,9432756,0,0,33554432,0,0,33554432,0.136,4754477499,1,0,0,4,0.113,4,152.331,5384,0.045,634990.933,0.083,1157435.14,2938727821,1612241980,5.298,3.508,124,14851852.992,524938744,0,0,0,0,92.789,521,0,0,1453.719,51200,10327,10327,898.246,177.035,409,1.754,8466753.935,9432804,62,0,1.754,62,71.461,2539,0,51.063,43.457,36.372,1778,1530,1282,6230586.588,5090371.347,3653547.551,216949025,179216704,128772937,77.609,245.316,243,118,409,406,0.689,0.568,0.454,9039542.708,8960835.2,8048308.563,9432804,9432804,9432804,24,20,16,0.689,0.568,0.454,24,20,16,14904903.206,524935786,1,0,0,0,0,1453.761,51200
51200,10240,1,none,1,9437184,150,6620,8732.730684,85.28,293.98,724,267,605,673,674,9209344.193,9432756,0,0,33554432,0,0,33554432,0.145,5151043855,1,0,0,4,0.112,4,150.888,5384,0.05,653092.677,0.086,1130361.105,3080234012,1779677546,5.629,3.475,124,14711083.065,524935577,0,0,0,0,93.456,371,0,0,1440.225,51200,10327,10327,898.246,196.281,394,1.738,8466702.855,9432804,62,0,1.738,62,75.977,2725,0,41.308,48.235,40.115,1468,1716,1406,4777619.073,5740542.966,4306109.212,169782249,204219816,150933434,87.722,240.5,254,124,375,394,0.535,0.647,0.514,8935907.842,8879122.435,8385190.778,9432804,9432804,9432804,19,23,18,0.535,0.647,0.514,19,23,18,14766452.474,524932619,1,0,0,0,0,1440.266,51200
51200,10240,1,none,1,9437184,1000,6561,8812.392427,86.06,291.07,780,269,641,703,704,9209394.702,9432756,0,0,33554432,0,0,33554432,0.145,5113312729,1,0,0,4,0.112,4,151.117,5384,0.048,647130.05,0.086,1160083.659,3078862031,1717483153,5.581,3.48,124,14733460.271,524938456,0,0,0,0,88.719,419,0,0,1442.091,51200,10327,10327,898.246,197.123,395,1.74,8466749.29,9432804,62,0,1.74,62,74.105,2654,0,43.297,43.739,43.061,1530,1530,1530,5071786.28,4771412.807,5032724.044,179216640,166904020,178817718,88.632,245.737,257,130,395,380,0.566,0.572,0.563,8960832,8345201,8940885.9,9432804,9432804,9432804,20,20,20,0.566,0.572,0.563,20,20,20,14785665.944,524935498,1,0,0,0,0,1442.132,51200
51200,10240,1,none,5,0,0,7296,7862.407862,76.78,382.9,741,542,696,726,736,10312,10312,0,0,33554432,0,0,33554432,0.147,5312966367,1,0,0,4,0.11,4,73015.715,2653026,0.025,15683.028,0.092,58872.612,3361037424,895344045,6.285,1710.802,62162,14575827.334,529627262,0,0,0,0,380.216,738,0,0,1412.687,51200,10327,10327,1.648,2.157,15,855.378,17040.226,20680,31081,0,855.401,31081,1563.167,57090,0,27026.016,23097.743,23058.778,979612,837016,835604,4892946.201,4869618.937,4849318.509,177349728,176504208,175773248,0.433,3.57,3.551,15,15,15,384.721,235.744,236.958,12717.801,20655.846,20464.926,20680,20680,20680,13945,8545,8589,384.721,235.802,237.016,13945,8545,8589,14568428.024,527974400,1,0,0,0,0,1412.765,51200
51200,10240,1,none,5,0,20,7320,7807.25831,76.24,384.47,759,520,705,741,755,10312,10312,0,0,33554432,0,0,33554432,0.148,5344873529,1,0,0,4,0.109,4,72824.775,2649074,0.025,16208.386,0.09,58634.615,3302711979,912969764,6.329,1700.47,61858,14559231.987,529621182,0,0,0,0,381.792,755,0,0,1410.818,51200,10327,10327,1.656,2.167,19,850.235,17123.773,20680,30929,0,850.258,30929,1540.462,56327,0,26892.972,23035.604,23042.769,976188,835916,836176,4887353.591,4849737.128,4853424.282,177406048,176040608,176174448,0.442,3.525,3.591,16,19,19,380.314,235.957,235.737,12850.855,20553.486,20588.343,20680,20680,20680,13805,8565,8557,380.314,236.028,235.808,13805,8565,8557,14548356.342,527974400,1,0,0,0,0,1410.818,51200
51200,10240,1,none,5,0,150,7312,7840.735069,76.57,382.86,756,539,697,737,753,10312,10312,0,0,33554432,0,0,33554432,0.149,5376204794,1,0,0,4,0.109,4,72872.31,2648034,0.024,15033.836,0.093,59016.314,3407542963,868038629,6.291,1700,61778,14574011.613,529619582,0,0,0,0,380.199,752,0,0,1412.258,51200,10327,10327,1.658,2.152,16,850,17145.896,20680,30889,0,850.047,30889,1580.202,57739,0,26893.166,22929.328,23195.288,975200,831234,840806,4881124.231,4833956.262,4891760.448,177004208,175284088,177331208,0.417,3.597,3.518,13,16,16,381.132,234.026,236.683,12806.903,20655.679,20667.973,20680,20680,20680,13821,8486,8580,381.153,234.09,236.703,13821,8486,8580,14563204.06,527974400,1,0,0,0,0,1412.258,51200
51200,10240,1,none,5,0,1000,7281,7856.375633,76.72,383.02,797,540,676,757,794,10312,10312,0,0,33554432,0,0,33554432,0.148,5351081625,1,0,0,4,0.11,4,73001.404,2652506,0.024,15226.247,0.092,58045.557,3363914174,882406693,6.289,1709.654,62122,14575805.317,529626462,0,0,0,0,380.35,794,0,0,1412.414,51200,10327,10327,1.649,2.149,15,854.827,17051.172,20680,31061,0,854.851,31061,1586.58,57953,0,26974.763,22974.563,23203.156,978024,832736,840952,4877819.245,4838799.901,4892158.252,176864848,175440368,177321168,0.427,3.564,3.543,14,15,14,384.704,235.072,236.909,12679.393,20584.344,20649.956,20680,20680,20680,13949,8523,8587,384.726,235.143,236.929,13949,8523,8587,14565212.833,527974400,1,0,0,0,0,1412.453,51200
51200,10240,1,none,5,16384,0,7267,7870.868563,76.86,242.72,473,332,444,465,470,10312,10312,0,0,33554432,0,0,33554432,0.152,5491969749,1,0,0,4,0.11,4,73210.781,2659162,0.024,15520.212,0.093,59063.417,3385278786,889556458,6.272,1724.409,62634,14581705.358,529636702,0,0,0,0,240.085,469,0,0,1413.232,51200,10327,10327,1.635,2.111,18,862.205,16912.115,20680,31317,0,862.205,31317,1569.914,57316,0,27050.92,23263.216,23064.79,980136,842710,835522,4862562.597,4901205.785,4854155.664,176180368,177580488,175875768,0.394,3.493,3.549,18,18,18,389.794,237.911,236.586,12474.713,20600.985,20517.472,20680,20680,20680,14123,8620,8572,389.783,237.957,236.632,14123,8620,8572,14573655.736,527974400,1,0,0,0,0,1413.272,51200
51200,10240,1,none,5,16384,20,7285,7851.55651,76.68,243,476,334,438,454,473,10312,10312,0,0,33554432,0,0,33554432,0.152,5498949700,1,0,0,4,0.11,4,73208.973,2659682,0.025,15847.667,0.091,57334.895,3313612929,915900038,6.273,1725.036,62674,14577713.916,529637502,0,0,0,0,240.351,472,0,0,1413.115,51200,10327,10327,1.634,2.111,17,862.518,16901.347,20680,31337,0,862.565,31337,1582.14,57794,0,27107.984,22919.892,23362.412,982312,830296,846280,4877754.332,4827487.044,4911100.781,176789328,174933648,177914448,0.384,3.561,3.498,17,17,17,389.72,234.484,240.511,12516.059,20587.695,20419.425,20680,20680,20680,14125,8497,8713,389.795,234.555,240.531,14125,8497,8713,14572851.228,527974400,1,0,0,0,0,1413.193,51200
51200,10240,1,none,5,16384,150,7255,7876.923077,76.92,243.03,465,333,432,454,462,10312,10312,0,0,33554432,0,0,33554432,0.152,5500857439,1,0,0,4,0.11,4,73143.093,2656484,0.024,15147.852,0.094,58893.205,3437596370,884180118,6.271,1718.88,62428,14582796.388,529632582,0,0,0,0,240.397,461,0,0,1413.037,51200,10327,10327,1.641,2.109,14,859.44,16967.79,20680,31214,0,859.44,31214,1598.784,58370,0,27085.456,23116.368,23092.083,981604,837506,836580,4878425.296,4869596.247,4867635.541,176808768,176474168,176349568,0.37,3.562,3.52,14,14,14,388.903,236.417,235.971,12544.077,20596.892,20628.093,20680,20680,20680,14095,8568,8549,388.924,236.489,235.978,14095,8568,8549,14571644.633,527974400,1,0,0,0,0,1413.076,51200
51200,10240,1,none,5,16384,1000,7245,7902.454082,77.17,241.55,486,335,431,447,480,10312,10312,0,0,33554432,0,0,33554432,0.151,5466929598,1,0,0,4,0.11,4,73218.738,2657108,0.025,15521.726,0.092,57732.97,3339159524,897745614,6.239,1721.529,62476,14594074.068,529633542,0,0,0,0,238.918,482,0,0,1414.326,51200,10327,10327,1.639,2.111,14,860.764,16954.784,20680,31238,0,860.764,31238,1585.124,57838,0,26880.02,23353.334,23145.517,973218,845344,837752,4833607.335,4921416.6,4874257.204,175020088,178179888,176433488,0.396,3.477,3.535,14,14,14,386.976,238.669,237.119,12490.729,20620.286,20556.156,20680,20680,20680,14012,8641,8583,387.018,238.721,237.132,14012,8641,8583,14584928.177,527974400,1,0,0,0,0,1414.365,51200
51200,10240,1,none,5,1048576,0,5663,10489.653759,102.44,281.06,990,111,766,901,975,769664.226,1045701,0,0,33554432,0,0,33554432,0.116,4005075143,1,0,0,4,0.115,4,1272.02,44134,0.01,23884.549,0.096,218218.37,3336122443,365146985,4.639,39.601,1374,15129812.082,524943960,0,0,0,0,188.455,947,0,0,1480.111,51200,10327,10327,75.073,18.933,56,19.801,764110.568,1045749,687,0,19.801,687,438.24,15288,0,406.443,422.508,423.982,14054,14612,14674,1261564.81,6954728.14,6957703.95,43622388,240522318,240799176,1.801,28.087,26.208,15,56,56,6.42,6.679,6.703,196497.243,1041222.156,1037927.483,1045749,1045749,1045749,222,231,232,6.42,6.679,6.703,222,231,232,15174785.407,524911002,1,0,0,0,0,1480.154,51200
51200,10240,1,none,5,1048576,20,5960,9834.805993,96.04,299.75,1698,59,1458,1641,1683,1041470.246,1045701,0,0,33554432,0,0,33554432,0.123,4296402763,1,0,0,4,0.114,4,945.117,33098,0.01,34968.031,0.104,364033.925,3677470713,353247047,4.969,29.069,1018,14989303.769,524925418,0,0,0,0,271.204,1649,0,0,1466.628,51200,10327,10327,101.587,27.377,57,14.535,1031287.658,1045749,509,0,14.535,509,286.866,10102,0,301.476,334.908,288.956,10520,11698,10086,4853720.705,5478732.179,4700602.411,169370584,191372115,164182641,6.561,35.874,39.217,15,55,57,4.728,5.268,4.524,1026488.388,1040065.842,1039130.639,1045749,1045749,1045749,165,184,158,4.728,5.268,4.527,165,184,158,15036265.834,524901004,1,0,0,0,0,1466.67,51200
